broadcastInfo,category,geo,loc_id,naver_address,naver_title,post,tel,thumUrl,title
"{'name': None, 'menu': None}","['한식', '육류,고기요리']","[127.0644488, 37.5006302]",320747545416787,서울특별시 강남구 대치동 986-5,휘모리,11,02-558-9282,http://ldb.phinf.naver.net/20190716_250/1563268239410cv3sm_JPEG/nfI3-khhGVl381hkn9lpxgfX.JPG.jpg,휘모리
"{'name': None, 'menu': None}","['음식점', '치킨,닭강정']","[126.8483312, 37.5305104]",1024978532,서울특별시 강서구 화곡8동 897-18 1층,김종용누룽지통닭 직영3호점,63,02-2607-9282,http://blogfiles.naver.net/20151130_95/enerdin_14488640930807HqnN_PNG/DSC03199.png#900x640,김종용 누룽지통닭
"{'name': None, 'menu': None}","['한식', '육류,고기요리']","[126.915167, 37.551397]",961182670726855,서울특별시 마포구 서교동 391-17,천이오겹살,459,02-325-2920,http://ldb.phinf.naver.net/20150831_208/14409877576763tVBs_JPEG/106470503747934_4.jpg,천이오겹살
"{'name': None, 'menu': None}","['카페,디저트', '카페']","[128.5837756, 35.8841022]",1603115836430723,대구광역시 북구 고성동3가 39-3,oldcastle,614,010-9193-3194,http://ldb.phinf.naver.net/20190125_169/1548411449966p6CT9_JPEG/eVemtdjourUbwt8yq5vtD4KQ.jpeg.jpg,Oldcastle
"{'name': None, 'menu': None}","['한식', '불닭']","[126.5131215, 33.5025265]",2593324024071078,제주특별자치도 제주시 용담1동 2818-4,불닭공장,15,064-757-9204,http://ldb.phinf.naver.net/20181029_162/15407559002831R8St_PNG/y2q79KDD0Qgh_4hQj9BJcGYC.png,불닭공장
"{'name': None, 'menu': None}","['일식', '일식당']","[126.9219121, 37.5657157]",182816642345876,서울특별시 마포구 연남동 241-52,오나시짬뽕,1733,02-336-9380,http://ldb.phinf.naver.net/20180426_192/1524736771930ndyQA_JPEG/9q2UGihRjPVd-mAn5VBH1F4F.JPG.jpg,오나시짬뽕
"{'name': None, 'menu': None}","['일식', '일식당']","[127.123953, 37.512692]",577215301,서울특별시 송파구 방이동 192-4,다다풀코스,16,02-422-3349,http://ldb.phinf.naver.net/20150901_9/1441039670117e9479_JPEG/SUBMIT_1389761135840_12927282.jpg,다다풀코스
"{'name': None, 'menu': None}","['한식', '육류,고기요리']","[127.57935, 34.9636596]",364623772,전라남도 광양시 광양읍 덕례리 1740-1,꽃두레,85,061-763-0707,http://ldb.phinf.naver.net/20161123_62/1479887983067HGsW6_JPEG/177073568960528_0.jpeg,광양 꽃두레
"{'name': None, 'menu': None}","['일식', '우동,소바']","[126.7975451, 33.554505]",197093677689458,제주특별자치도 제주시 구좌읍 월정리 23,청춘제면소,95,064-784-8024,http://ldb.phinf.naver.net/20181222_160/1545457617436nfl4w_JPEG/mJjOlIoSF3Ml3yxAEnVn96gk.JPG.jpg,청춘제면소
"{'name': None, 'menu': None}","['한식', '족발,보쌈']","[129.0918158, 35.1331413]",799563637,부산광역시 남구 대연동 984-9,가문의족발,5,051-624-8890,http://ldb.phinf.naver.net/20170801_262/15015604457987zwKK_JPEG/186751533745691_0.jpeg,가문의 족발
"{'name': None, 'menu': None}","['음식점', '카페,디저트']","[126.9329052, 37.5696725]",200271804006223,서울특별시 서대문구 연희동 89-19,앤트러사이트 연희점,9256,02-332-7991,http://ldb.phinf.naver.net/20190612_85/1560313377898hTFB8_JPEG/RkiMnsnaUxzN2RBtmKoC1zXx.JPG.jpg,앤트러사이트 연희
"{'name': '생생정보통', 'menu': '햄버그스테이크'}","['음식점', '양식']","[126.9178657, 37.6180209]",403998285,서울특별시 은평구 갈현동 482-1 1층,H3 bistro,1127,02-352-4124,http://ldb.phinf.naver.net/20190208_83/1549629788168J6Kfe_JPEG/QajBDAY5pdbx7GqNp44nUoZh.jpeg.jpg,H3 bistro
"{'name': None, 'menu': None}","['한식', '곰탕,설렁탕']","[126.3680611, 34.8033751]",249009605,전라남도 목포시 산정동 1804 종원청해상가 19호,북항나주곰탕,1628,061-243-2907,http://ldb.phinf.naver.net/20150831_19/1440989260896TmMO4_JPEG/SUBMIT_1400507901466_31259414.jpg,목포북항
"{'name': None, 'menu': None}","['한식', '곱창,막창,양']","[129.345025, 35.540159]",633173823560048,울산광역시 남구 삼산동 227-19,오발탄 울산점,209,052-260-5810,http://ldb.phinf.naver.net/20150901_115/1441040149312G1F0g_JPEG/SUBMIT_1358504860646_20256208.jpg,오발탄 울산점
"{'name': None, 'menu': None}","['음식점', '양식']","[126.9546584, 37.4802064]",855457457,서울특별시 관악구 봉천동 1601-7 한일빌딩 1층,그리고8,438,02-886-9898,http://ldb.phinf.naver.net/20151013_69/1444723888655G8q8j_JPEG/166957608870088_0.jpeg,그리고8
"{'name': None, 'menu': None}","['음식점', '도시락,컵밥']","[126.5204541, 33.5146284]",121370238487670,제주특별자치도 제주시 삼도2동 1098-3,제주시새우리,5148,064-900-2527,http://ldb.phinf.naver.net/20170811_74/1502414619217fM3pG_JPEG/UFfvEVBjYqxhgrivwDvdqvJ9.JPG.jpg,제주시 새우리
"{'name': None, 'menu': None}","['일식', '돈가스']","[126.3099019, 33.463046]",380805732769625,제주특별자치도 제주시 애월읍 애월리 2535,애월돈가스집,213,064-799-1101,http://ldb.phinf.naver.net/20190430_210/1556592050510bOEwi_JPEG/DpMF4AhpLAlNO4YO0tUUMp_C.JPG.jpg,애월돈가스집
"{'name': None, 'menu': None}","['음식점', '카페,디저트']","[127.3550154, 36.3439173]",203594250417712,대전광역시 서구 월평동 62-1,카페시은우,2325,042-383-6855,http://ldb.phinf.naver.net/20180417_51/1523962285676veeet_JPEG/OtErV4RaNgsCOzviqjf_Ca1m.jpg,Cafe 시은우
"{'name': None, 'menu': None}","['음식점', '패밀리레스토랑']","[128.5296356, 35.8256778]",1329801537116143,대구광역시 달서구 월성동 559 2층,겟201 월성점,1251,053-636-2010,http://ldb.phinf.naver.net/20161228_119/1482904103089sx2Ki_JPEG/177177595521994_0.jpeg,대구 월성 겟201
"{'name': '2015테이스티로드', 'menu': '유채잎리가토니'}","['음식점', '이탈리아음식']","[127.0017788, 37.5338106]",107898555,서울특별시 용산구 한남동 657-37,아르모니움,1893,02-792-3972,http://ldb.phinf.naver.net/20190123_179/1548235730361GibIV_JPEG/bwjShbMv5mUCg4Ntawuwwr_g.jpg,아르모니움
"{'name': None, 'menu': None}","['한식', '해장국']","[127.0655417, 37.5082495]",1028771101,서울특별시 강남구 대치동 996-16,중앙해장,12600,02-558-7905,http://ldb.phinf.naver.net/20190309_245/1552113857839UtFiA_JPEG/R7mJPb_ud69DS-ssyhXplki1.jpg,중앙해장
"{'name': None, 'menu': None}","['음식점', '한식']","[128.5904477, 35.8696653]",680416959013821,대구광역시 중구 종로1가 94-3,수주식당,327,070-8183-7809,,수주식당
"{'name': 'VJ특공대', 'menu': '초계국수'}","['한식', '칼국수,만두']","[127.2109484, 37.5533051]",3797397,경기도 하남시 덕풍동 38-3,미사리밀빛초계국수 본점,3307,031-795-0330,http://ldb.phinf.naver.net/20160108_78/1452234327052zQJDA_JPEG/176058555546494_0.jpg,미사리 밀빛 초계국수
"{'name': None, 'menu': None}","['카페,디저트', '카페']","[128.9624483, 35.1236829]",263584004156819,부산광역시 사상구 엄궁동 651-42,VSANT,12300,051-326-8080,http://ldb.phinf.naver.net/20171031_97/1509445603273mkG1R_JPEG/H6qkL8qMRW4xHp076XrPdQ_F.JPG.jpg,Vsant비상
"{'name': '수요미식회', 'menu': '대게찜'}","['한식', '게요리']","[127.0303184, 37.4933127]",937335,서울특별시 강남구 역삼동 831-11,무화잠 강남점,1304,02-563-7878,http://ldb.phinf.naver.net/20171130_254/1511976726200K9FbY_JPEG/gn_01.jpg,무화잠 강남점
"{'name': '백종원의3대천왕', 'menu': '당근케이크'}","['음식점', '카페,디저트']","[126.7927141, 33.556184]",366772940502443,제주특별자치도 제주시 구좌읍 월정리 417,구좌상회,2963,010-6600-6648,http://ldb.phinf.naver.net//20170115_45/1484467270781p4awk_JPEG/IMG_1211.JPG,구좌상회
"{'name': None, 'menu': None}","['일식', '일본식라면']","[127.1590197, 36.8215701]",577159999313417,충청남도 천안시 동남구 신부동 705 1층,라멘장수,535,010-4152-7977,http://ldb.phinf.naver.net/20190531_206/1559273403461ojipa_JPEG/Pp2ht7tr6pn6fOR9XXIi0gZW.jpg,라멘장수
"{'name': None, 'menu': None}","['음식점', '카페,디저트']","[126.7982012, 33.5548625]",643890045959272,제주특별자치도 제주시 구좌읍 월정리 33,스테이솔티,683,010-5024-2222,http://ldb.phinf.naver.net/20180525_234/1527258389700fIcoF_JPEG/mUYBXOQca0DntlEQEHNBpxow.jpg,스테이솔티
"{'name': None, 'menu': None}","['일식', '일식튀김,꼬치']","[128.6247367, 35.8394081]",1370110689669857,대구광역시 수성구 지산동 944,쿠시야마,233,053-767-1999,,쿠시야마
"{'name': None, 'menu': None}","['한식', '향토음식']","[126.8766281, 33.3810062]",1030393476,제주특별자치도 서귀포시 성산읍 신산리 1036-6,산도롱맨도롱,950,064-782-5105,http://blogfiles.naver.net/20160326_121/dh2619_1458975791742m4sxV_JPEG/IMG_3146.jpg#5033x3355,산도롱맨도롱
"{'name': None, 'menu': None}","['음식점', '한식']","[128.5365926, 35.8165336]",1020658044797607,대구광역시 달서구 상인동 1406 1층,맛과멋,49,010-4010-9796,http://ldb.phinf.naver.net/20190624_29/15613676084149Rwjw_JPEG/4SMHczpYTmTGczApI1tczR1w.jpeg.jpg,맛과멋
"{'name': None, 'menu': None}","['술집', '이자카야']","[127.6669533, 34.7591331]",627983003,전라남도 여수시 학동 85-26,대길,92,061-685-8856,,여수 대길
"{'name': None, 'menu': None}","['술집', '이자카야']","[127.0213193, 37.5179593]",588657441,서울특별시 강남구 신사동 512-9,신사연어,3218,02-545-5700,http://ldb.phinf.naver.net/20150831_62/1441023485557xYO1l_JPEG/166580548434104_0.jpg,신사연어
"{'name': '2014테이스티로드', 'menu': '샌드위치'}","['양식', '샌드위치']","[127.0264156, 37.5033668]",292120961,서울특별시 강남구 역삼동 810-13 1층,더블트러블,2361,02-3477-8880,http://ldb.phinf.naver.net/20150902_248/1441124682169lPQ6G_JPEG/166761513843006_5.jpg,Double Trouble Gangnam
"{'name': '수요미식회', 'menu': '몽골참숯양다리바베큐'}","['한식', '육류,고기요리']","[127.0985141, 37.3225889]",732757237,경기도 용인시 수지구 풍덕천동 724-3,미가훠궈양고기,2282,031-272-8845,http://ldb.phinf.naver.net/20150831_107/1440990537931OpxKq_JPEG/106567588942933_1.jpg,미가 양꼬치
"{'name': None, 'menu': None}","['음식점', '멕시코,남미음식']","[127.0701483, 37.5434135]",173992206738066,서울특별시 광진구 화양동 10-1,감성타코 건대점,1712,02-462-8883,http://ldb.phinf.naver.net/20180922_128/1537600238377QLPWj_JPEG/jejjx7ax6AYeXieP4x8ajsJt.jpg,감성타코 건대점
"{'name': None, 'menu': None}","['카페,디저트', '카페']","[126.9280317, 37.5197992]",332017944243491,서울특별시 영등포구 여의도동 45-1,카페 진정성,956,02-6484-5133,http://blogfiles.naver.net/MjAxODA2MjlfMjA0/MDAxNTMwMjA2MjI4OTUy.h2XmeXBbiZe5Wk_ygRr0BPw1SHdime4F9YvuS2rKUnkg.4KThwXLg0IaehDUu5duuOtil8KnwlIB4Q6y24dIVkdog.JPEG.ho4853/IMG_9597.jpg#900x900,카페 진정성
"{'name': None, 'menu': None}","['중식', '중식당']","[126.2648344, 33.4173177]",379454815851458,제주특별자치도 제주시 한림읍 대림리 1818-1,미나마라,149,010-5419-0709,http://ldb.phinf.naver.net/20180224_233/15194693236075ht2D_JPEG/b1FKMFloLlZDDjiuu7rXpNjW.jpg,미나마라
"{'name': None, 'menu': None}","['음식점', '브런치']","[126.8268672, 37.5578277]",1021677630,서울특별시 강서구 마곡동 751 엠밸리15단지 상가 102호 브런치팩토리,브런치팩토리,270,070-4136-2631,http://blogfiles.naver.net/20151225_228/0509yoona_1450970977053SU5or_JPEG/DSC08766.JPG#740x494,카페 브런치팩토리
"{'name': '미식클럽', 'menu': '전복밥'}","['음식점', '한식']","[127.1060894, 37.5099127]",1052732491492067,서울특별시 송파구 송파동 32-3 1층,오늘한밥,985,02-2203-1114,http://ldb.phinf.naver.net/20161108_108/1478601529520kShqi_JPEG/177058596868618_0.jpeg,오늘한밥
"{'name': None, 'menu': None}","['음식점', '카페,디저트']","[127.2712646, 37.006853]",419638655457669,경기도 안성시 동본동 54,재건사커피,23,031-671-3040,http://ldb.phinf.naver.net/20190425_151/1556198963355QUajn_JPEG/UNqkdkWdeq6SfusqY1rBfl9V.jpeg.jpg,재건사커피
"{'name': '생방송아침이좋다', 'menu': '커피'}","['음식점', '카페,디저트']","[126.5311563, 37.2341137]",1038071486295680,인천광역시 옹진군 영흥면 선재리 148-2,뻘다방,14500,032-889-8300,http://ldb.phinf.naver.net/20180315_211/1521120608574fhGL9_JPEG/L_WKpFYNePERvHBb6HYbfAVP.jpg,뻘다방
"{'name': None, 'menu': None}","['한식', '생선회']","[126.466628, 33.506204]",1745467802428466,제주특별자치도 제주시 도두1동 2587-4,도두해녀의집,1465,064-743-4989,http://ldb.phinf.naver.net/20170602_233/14963712756551bIpm_PNG/_15.png,도두해녀의집
"{'name': None, 'menu': None}","['음식점', '한식']","[127.04465, 36.6728762]",1332362893524819,충청남도 천안시 동남구 광덕면 광덕리 650-10,장수보쌈감자탕,196,,,장수보쌈
"{'name': None, 'menu': None}","['카페,디저트', '카페']","[129.1144616, 35.150628]",168867040569909,부산광역시 수영구 광안동 183-9 1층 올베럴,올베럴,868,051-100-4100,http://ldb.phinf.naver.net/20180829_170/1535525904381ak43d_JPEG/N5b5GmWyqsPdhNR67TO5NRAi.JPG.jpg,All Better
"{'name': None, 'menu': None}","['일식', '샤브샤브']","[126.9640469, 37.5301411]",731461123870699,서울특별시 용산구 한강로3가 40-999,948kitchen 용산아이파크몰점,14,02-2012-0948,,948 Kitchen (용산아이파크몰점)
"{'name': '수요미식회', 'menu': '하노이쌀국수'}","['음식점', '베트남음식']","[126.9890393, 37.5339805]",2014298488803432,서울특별시 용산구 이태원동 34-14,또이또이베트남,854,02-792-8648,http://ldb.phinf.naver.net/20170921_280/1505988180532K6COc_JPEG/N5-I43KF--JTVqdjDscrrWEO.jpg,또이또이베트남
"{'name': '맛있을지도시즌3', 'menu': '시카고피자'}","['음식점', '피자']","[127.0028356, 37.5816282]",142923549503750,서울특별시 종로구 동숭동 1-113,리얼시카고피자,1765,02-553-1220,http://ldb.phinf.naver.net/20181207_182/1544183649271cy3kv_JPEG/SPd3mgy1_Bc5H7B8rwIpPVqq.jpg,리얼시카고피자
"{'name': None, 'menu': None}","['일식', '초밥,롤']","[127.2457979, 37.6561182]",1015218712,경기도 남양주시 호평동 168-9,스시사에,240,0507-0493-5192,http://ldb.phinf.naver.net/20190115_114/1547541789780HEvpT_PNG/ugA6iqZ3sbAw2hggYJd5eIVu.png,스시사에
"{'name': '생방송투데이', 'menu': '바비큐'}","['음식점', '양식']","[126.9884927, 37.5345207]",729085785,서울특별시 용산구 이태원동 455-33 2층,매니멀스모크하우스,4533,02-790-6788,http://ldb.phinf.naver.net/20170809_46/1502262408409ihVvN_JPEG/186759563668174_0.jpeg,Manimal Smokehouse
"{'name': None, 'menu': None}","['음식점', '카페,디저트']","[126.9694107, 37.5393202]",295381914270892,서울특별시 용산구 원효로1가 43-19,로지커피,910,02-6013-8020,http://ldb.phinf.naver.net/20190528_168/1558971660645OFnt3_PNG/FzPuzuq-Ik1Ph1OovR1_Aoa4.PNG.png,Roji Coffee
"{'name': None, 'menu': None}","['음식점', '카페,디저트']","[129.0885564, 35.2306665]",1832423363449638,부산광역시 금정구 장전동 414-14,Nujabes414,4654,010-8253-4583,http://ldb.phinf.naver.net/20170903_200/1504449850917E9gWl_JPEG/2JdEw9ppd8k0W7BT5vC0NdOI.jpg,누자베스414
"{'name': None, 'menu': None}","['카페,디저트', '카페']","[126.3089941, 33.4562633]",414250559108921,제주특별자치도 제주시 애월읍 곽지리 1381,애월더선셋,6895,064-799-5943,http://ldb.phinf.naver.net/20160519_108/1463640459836h6qMM_JPEG/176469557758811_0.jpeg,애월더선셋
"{'name': None, 'menu': None}","['한식', '곱창,막창,양']","[129.3770456, 36.0571077]",622084490,경상북도 포항시 북구 두호동 1039-6,84곱창,114,054-251-0084,http://ldb.phinf.naver.net/20190131_171/1548930605711Uc108_JPEG/8vmNyAOnHRd1k5mKyuo1APci.jpg,84곱창
"{'name': '생방송오늘저녁', 'menu': '초계비빔국수'}","['한식', '국수']","[127.2547498, 37.541093]",16592621,경기도 남양주시 와부읍 팔당리 80-11,팔당초계국수본점,4609,031-576-0330,http://ldb.phinf.naver.net/20151209_164/14496320138347avAo_JPEG/167159526352332_0.jpg,팔당 초계국수
"{'name': None, 'menu': None}","['술집', '포장마차']","[126.7670067, 37.663227]",2147856722097990,경기도 고양시 일산동구 장항동 735,포차끝판왕 일산라페스타점,143,031-922-7861,,라페스타 포차끝판왕
"{'name': None, 'menu': None}","['음식점', '퓨전음식']","[126.9159495, 37.552436]",2038354686407894,서울특별시 마포구 서교동 380-12 1층 합정구락부,합정구락부,570,070-8888-6564,http://ldb.phinf.naver.net/20171003_230/1506986035294bXaqV_JPEG/B2XpKIR6-Gh5ab_0ojZBJ5Rp.jpg,합정구락부
"{'name': None, 'menu': None}","['한식', '육류,고기요리']","[127.0239648, 37.5078559]",201544070419667,서울특별시 강남구 논현동 163-15 농장사람들,농장사람들,394,02-549-5488,http://ldb.phinf.naver.net/20170607_34/1496815314520xK4Be_JPEG/186556617032070_0.jpeg,농장사람들 논현점
"{'name': None, 'menu': None}","['음식점', '햄버거']","[127.055109, 37.5431613]",1024315116,서울특별시 성동구 성수동2가 315-36,핑거팁스,2184,070-4232-0805,http://ldb.phinf.naver.net/20160103_292/1451777621162tObXp_JPEG/176053486359069_1.jpeg,핑거팁스
"{'name': None, 'menu': None}","['한식', '생선회']","[127.0246708, 37.5019998]",448999232,서울특별시 서초구 서초동 1309-9,자매수산,1256,02-536-9292,http://ldb.phinf.naver.net//20170708_13/1499478464540GGCaw_PNG/20170708_104633.png,강남역 자매수산
"{'name': None, 'menu': None}","['술집', '맥주,호프']","[129.0851561, 35.2322657]",263729245,부산광역시 금정구 장전동 419-11 미주빌딩 7층,정진영펍,613,051-583-4230,http://ldb.phinf.naver.net/20150901_152/1441119093596KkXNA_JPEG/136875623774150_0.jpeg,정진영펍
"{'name': None, 'menu': None}","['음식점', '한식']","[126.8888788, 37.3248441]",1799475876962460,경기도 군포시 둔대동 442-1,반월고야,232,031-438-1999,http://ldb.phinf.naver.net/20190314_28/1552569332040Py4jq_JPEG/FxkK5LIDb-DeivHHXrqQVt2j.jpg,반월고야
"{'name': None, 'menu': None}","['음식점', '카페,디저트']","[127.0510499, 37.5180227]",1058772760951281,서울특별시 강남구 삼성동 52-1,SMTOWN CAFE,2730,02-6240-7799,http://ldb.phinf.naver.net/20160305_225/1457183204172mbShr_JPEG/176255623663380_0.jpeg,SMTOWN CAFE
"{'name': None, 'menu': None}","['일식', '일식당']","[127.0000655, 37.5818886]",743634355783842,서울특별시 종로구 명륜4가 143,호호식당,15500,02-741-2384,http://ldb.phinf.naver.net/20161116_10/1479285919800vacfT_PNG/177064594027952_0.png,호호식당
"{'name': None, 'menu': None}","['음식점', '한식']","[127.0410985, 37.7470026]",1028519732,경기도 의정부시 가능동 651-17,지해림,35,031-875-8252,http://ldb.phinf.naver.net/20160511_159/14629493915307u3dw_JPEG/176461557970797_0.jpeg,지해림
"{'name': '수요미식회', 'menu': '고사리육개장'}","['한식', '향토음식']","[126.5199625, 33.511525]",655620894,제주특별자치도 제주시 삼도2동 831,우진해장국,10500,064-757-3393,http://ldb.phinf.naver.net/20150901_132/1441034191904wRPLQ_JPEG/SUBMIT_1274792647293_13418405.jpg,우진해장국
"{'name': None, 'menu': None}","['한식', '국수']","[127.0050501, 37.5032513]",159922354945189,서울특별시 서초구 반포동 118-3,면주방 강남 파미에스테이션,206,02-6282-3213,http://ldb.phinf.naver.net/20180507_271/1525676506166Q7NeM_JPEG/HHR4phIwjpC4PB1_xP86qAYM.JPG.jpg,면주방
"{'name': None, 'menu': None}","['음식점', '한식']","[129.0873698, 35.2317348]",1030838962,부산광역시 금정구 장전동 413-28,크라운닭발 부산대본점,504,051-583-6539,http://ldb.phinf.naver.net/20171207_243/15126417368405RK0W_JPEG/VsKX9zghyasSAHKkyiUdbfeM.jpg,부산대 크라운닭발
"{'name': None, 'menu': None}","['일식', '일식당']","[126.6247987, 37.4727054]",424732251637141,인천광역시 중구 송학동3가 7-6,온센,545,070-8861-8011,,온센
"{'name': None, 'menu': None}","['중식', '중식당']","[127.0810148, 37.5571638]",947889204,서울특별시 광진구 중곡동 341-15,채린,9,02-499-3400,http://ldb.phinf.naver.net/20171130_146/1511969132967CbgXG_JPEG/image.JPEG,군자 채린
"{'name': '2TV생생정보', 'menu': '만둣국'}","['분식', '만두']","[127.0103454, 37.5558126]",4013343,서울특별시 중구 신당동 425-18,만포막국수,928,02-2235-1357,http://ldb.phinf.naver.net/20160225_192/1456378648698h5Bv5_JPEG/176175546747534_0.jpg,만포 막국수
"{'name': None, 'menu': None}","['한식', '육류,고기요리']","[126.7703969, 37.7078281]",20418855,경기도 파주시 야당동 137,장작구이 무고레,166,031-959-9494,http://ldb.phinf.naver.net/20150831_287/1441012812922KWgje_JPEG/SUBMIT_1438679630693_19743574.jpg,무고레
"{'name': None, 'menu': None}","['한식', '전복요리']","[126.8278637, 33.5428594]",192348971335732,제주특별자치도 제주시 구좌읍 한동리 1388-1,오누이,233,064-782-6801,http://ldb.phinf.naver.net/20180109_266/1515496982586wP0Ef_JPEG/7ufR1jBuX67hvvvbLj1YRra2.JPG.jpg,오누이회국수전복돌솥밥
"{'name': None, 'menu': None}","['술집', '와인']","[126.9358832, 37.5571905]",186414788676068,서울특별시 서대문구 창천동 57-23,오늘와인한잔 신촌역점,976,02-3144-4971,http://ldb.phinf.naver.net/20190614_289/1560492863495IyduL_JPEG/Qd22V3frghcOxnThtsB4BbIY.jpg,오늘와인한잔
"{'name': None, 'menu': None}","['음식점', '카페,디저트']","[127.094468, 37.5376386]",205194790379628,서울특별시 광진구 구의동 215-1,델트,223,010-2896-4890,http://ldb.phinf.naver.net/20181019_95/1539907937444Jvxqx_JPEG/xLVF5MW_CQQ37a2xGPbNww6x.jpg,델트
"{'name': None, 'menu': None}","['술집', '와인']","[126.9942979, 37.5338341]",2045412885758885,서울특별시 용산구 이태원동 131-3 2층,인투더케이브,137,02-790-0129,http://ldb.phinf.naver.net/20180822_121/1534918205509rj4Lv_JPEG/jxg0aP0L-VuoNRDBFYvymd5Y.jpg,Into the CAVE  인투더케이브
"{'name': None, 'menu': None}","['중식', '중식당']","[129.0840986, 35.2203463]",1125192894316628,부산광역시 동래구 온천동 154-14,미미루,190,051-555-6609,http://ldb.phinf.naver.net/20160309_163/1457508339816rQRQJ_JPEG/176259565557053_0.jpeg,미미루
"{'name': None, 'menu': None}","['한식', '족발,보쌈']","[127.064785, 37.6560539]",134334400,서울특별시 노원구 상계동 326-8,윤씨네족보 노원본점,119,050-4359-4882,http://ldb.phinf.naver.net/20190723_202/15638166043957rhyN_JPEG/0Z3NGFXHPNac_Rs0tjw7sxT_.jpg,윤씨네족보
"{'name': '생방송투데이', 'menu': '티라미수/치즈케이크/카페모카'}","['음식점', '카페,디저트']","[126.48027, 37.7470413]",196958064520755,인천광역시 강화군 강화읍 신문리 587 조양방직,조양방직,19300,032-933-2192,http://ldb.phinf.naver.net/20180627_187/15300940343116AI3o_JPEG/EfVPmDG9S1XQOW_s8EEdyvD3.jpg,조양방직
"{'name': None, 'menu': None}","['음식점', '카페,디저트']","[128.6053751, 35.8602599]",269619206,대구광역시 중구 대봉1동 31-83,선댄스팜,4254,053-255-9625,http://ldb.phinf.naver.net/20171123_90/1511408168274l6ID1_JPEG/vZytJKyqg9OnPdHAp3cW_kJm.jpg,선댄스팜
"{'name': '찾아라맛있는tv', 'menu': '통삼겹바비큐'}","['음식점', '퓨전음식']","[126.9259023, 37.5631693]",689377174779998,서울특별시 마포구 연남동 228-8,윤씨그릴방,410,02-3143-2288,http://ldb.phinf.naver.net/20160108_171/1452233932886MwVOX_JPEG/176058554872129_0.jpg,윤씨그릴방
"{'name': '생방송투데이', 'menu': '평양냉면'}","['한식', '이북음식']","[126.9126007, 37.548327]",1020181086,서울특별시 마포구 합정동 381-64,동무밥상,2438,02-322-6632,http://ldb.phinf.naver.net/20160620_181/1466391715901PtHt9_PNG/1.PNG,동무밥상
"{'name': '맛있는녀석들', 'menu': '라멘'}","['일식', '일본식라면']","[126.9845721, 37.5765297]",1015859120,서울특별시 종로구 안국동 159 1층,오레노라멘 인사점,6946,02-722-3539,http://ldb.phinf.naver.net/20181030_228/1540890884928Utzsh_JPEG/rKqksjycfMzxKl25eJwqN_V2.jpg,Insadong
"{'name': None, 'menu': None}","['일식', '일본식라면']","[127.0108, 37.5554156]",1721592331238014,서울특별시 중구 신당동 374-27 지하 1층,129 라멘하우스,163,,http://ldb.phinf.naver.net/20180212_167/1518409877423fLyEE_JPEG/sqy16kZvDNy1LRu0cSQEHiSx.jpg,129 라멘하우스
"{'name': None, 'menu': None}","['음식점', '카페,디저트']","[127.0251919, 37.5219261]",397558537687879,서울특별시 강남구 신사동 553-20,immute,1350,010-2829-5942,http://ldb.phinf.naver.net/20190301_104/1551434334640WE8jP_JPEG/AvgYy_yJryEOGkbaCNso9Xnl.jpeg.jpg,Immute
"{'name': None, 'menu': None}","['양식', '브런치']","[127.0634005, 37.6557798]",113514932530454,서울특별시 노원구 상계동 332-8,어글리스토브 노원역점,625,02-935-8459,http://ldb.phinf.naver.net/20190414_263/1555248916151nkk2R_JPEG/idxUE5vecB0xtNB5sWmHJH1H.jpg,어글리스토브 서울노원역점
"{'name': '해피투데이', 'menu': None}","['일식', '샤브샤브']","[126.8700889, 37.4764012]",1033038796,경기도 광명시 철산동 385,채선당 플러스 철산역점,283,02-2060-7252,http://ldb.phinf.naver.net/20170118_185/1484697442808eph36_JPEG/186068488742205_0.jpeg,철산동맛집
"{'name': None, 'menu': None}","['음식점', '카페,디저트']","[126.9235956, 35.1494421]",2816507761753513,광주광역시 동구 장동 67-2,맷차,253,062-413-0303,http://ldb.phinf.naver.net/20190627_10/1561595028765ym9UH_JPEG/eNED00VEDohZVVKpyhax5pP5.jpeg.jpg,맷차 광주
"{'name': None, 'menu': None}","['일식', '일식당']","[127.0247163, 37.5203733]",382717662486944,서울특별시 강남구 신사동 560-1,코이에,555,02-543-3115,http://ldb.phinf.naver.net/20180814_185/1534235721411i5XjT_JPEG/tWPsaR-_s4022406zIlh5pAq.jpeg.jpg,KOIE (코이에)
"{'name': '생방송오늘저녁', 'menu': '닭발편육'}","['한식', '닭요리']","[126.9909739, 37.5762769]",496912577,서울특별시 종로구 와룡동 38-1,와룡동닭매운탕,2401,02-743-1134,http://ldb.phinf.naver.net/20150831_153/1441011653445AkdS3_JPEG/SUBMIT_1411706245208_35593459.jpg,와룡동 닭매운탕
"{'name': None, 'menu': None}","['음식점', '카페,디저트']","[126.9758562, 37.2768899]",170962910201099,경기도 수원시 권선구 구운동 497-10,마롱쇼룸,1132,,,마롱쇼룸
"{'name': None, 'menu': None}","['중식', '중식당']","[126.4977975, 33.4912371]",344113388,제주특별자치도 제주시 연동 311-21,짬뽕에취한날,958,070-8227-2335,,짬뽕에취한날
